Recording time;Current position[0].Device name;Current position[0].x (m);Current position[0].y (m);Current position[0].z (m);Current position[1].Device name;Current position[1].x (m);Current position[1].y (m);Current position[1].z (m);Current position[2].Device name;Current position[2].x (m);Current position[2].y (m);Current position[2].z (m);Target states
08-12-25 15:42:34.031;Camera;-0.005;1.180;-0.001;Controller (right);0.189;0.790;0.367;Controller (left);-0.244;0.792;0.311;-
08-12-25 15:42:34.039;Camera;-0.005;1.180;-0.001;Controller (right);0.189;0.790;0.367;Controller (left);-0.244;0.792;0.311;-
08-12-25 15:42:34.050;Camera;-0.005;1.180;-0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.792;0.311;-
08-12-25 15:42:34.061;Camera;-0.005;1.180;-0.001;Controller (right);0.190;0.790;0.366;Controller (left);-0.244;0.792;0.311;-
08-12-25 15:42:34.073;Camera;-0.005;1.180;-0.001;Controller (right);0.190;0.790;0.366;Controller (left);-0.244;0.792;0.311;-
08-12-25 15:42:34.083;Camera;-0.005;1.179;-0.001;Controller (right);0.190;0.790;0.366;Controller (left);-0.243;0.792;0.311;-
08-12-25 15:42:34.094;Camera;-0.005;1.179;-0.001;Controller (right);0.190;0.790;0.366;Controller (left);-0.243;0.792;0.311;-
08-12-25 15:42:34.105;Camera;-0.004;1.179;-0.001;Controller (right);0.190;0.790;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.117;Camera;-0.004;1.179;-0.001;Controller (right);0.190;0.790;0.366;Controller (left);-0.243;0.792;0.311;-
08-12-25 15:42:34.128;Camera;-0.004;1.179;-0.001;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.139;Camera;-0.004;1.179;-0.001;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.150;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.161;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.172;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.311;-
08-12-25 15:42:34.183;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.311;-
08-12-25 15:42:34.194;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.205;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.216;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.227;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.239;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.250;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.261;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.272;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.283;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.294;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.306;Camera;-0.003;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.317;Camera;-0.003;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.327;Camera;-0.003;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.337;Camera;-0.003;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.350;Camera;-0.003;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.361;Camera;-0.003;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.372;Camera;-0.003;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.310;-
08-12-25 15:42:34.383;Camera;-0.003;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.394;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.405;Camera;-0.003;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.416;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.427;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.438;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.366;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.450;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.460;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.472;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.483;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.495;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.505;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.517;Camera;-0.004;1.179;0.000;Controller (right);0.190;0.789;0.365;Controller (left);-0.243;0.792;0.309;-
08-12-25 15:42:34.527;Camera;-0.004;1.179;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.538;Camera;-0.004;1.179;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.549;Camera;-0.004;1.178;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.561;Camera;-0.004;1.178;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.572;Camera;-0.004;1.178;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.583;Camera;-0.004;1.178;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.594;Camera;-0.004;1.178;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.605;Camera;-0.004;1.178;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.616;Camera;-0.004;1.178;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.627;Camera;-0.004;1.178;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.639;Camera;-0.004;1.178;0.000;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.650;Camera;-0.004;1.178;0.001;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.661;Camera;-0.004;1.178;0.001;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.672;Camera;-0.004;1.178;0.001;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.683;Camera;-0.004;1.178;0.001;Controller (right);0.189;0.789;0.365;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.694;Camera;-0.004;1.178;0.001;Controller (right);0.189;0.789;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.705;Camera;-0.005;1.178;0.001;Controller (right);0.189;0.789;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.716;Camera;-0.005;1.178;0.001;Controller (right);0.189;0.789;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.727;Camera;-0.005;1.178;0.001;Controller (right);0.189;0.789;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.739;Camera;-0.005;1.178;0.001;Controller (right);0.189;0.789;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.751;Camera;-0.005;1.178;0.001;Controller (right);0.189;0.789;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.761;Camera;-0.005;1.178;0.001;Controller (right);0.189;0.789;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.772;Camera;-0.005;1.178;0.001;Controller (right);0.189;0.789;0.366;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:34.783;Camera;-0.005;1.178;0.001;Controller (right);0.189;0.788;0.366;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:34.794;Camera;-0.005;1.178;0.001;Controller (right);0.189;0.788;0.366;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:34.805;Camera;-0.004;1.178;0.001;Controller (right);0.189;0.788;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.816;Camera;-0.004;1.178;0.001;Controller (right);0.189;0.788;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.827;Camera;-0.004;1.177;0.001;Controller (right);0.189;0.788;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.837;Camera;-0.004;1.177;0.001;Controller (right);0.189;0.788;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.850;Camera;-0.004;1.177;0.001;Controller (right);0.189;0.788;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.860;Camera;-0.005;1.177;0.001;Controller (right);0.189;0.788;0.366;Controller (left);-0.244;0.792;0.310;-
08-12-25 15:42:34.871;Camera;-0.005;1.177;0.001;Controller (right);0.190;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.882;Camera;-0.005;1.177;0.001;Controller (right);0.190;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.895;Camera;-0.005;1.177;0.001;Controller (right);0.191;0.788;0.364;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.905;Camera;-0.005;1.177;0.001;Controller (right);0.191;0.788;0.364;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.916;Camera;-0.005;1.177;0.001;Controller (right);0.190;0.789;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.927;Camera;-0.005;1.177;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.939;Camera;-0.005;1.177;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.949;Camera;-0.005;1.177;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.960;Camera;-0.005;1.177;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.971;Camera;-0.005;1.177;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.983;Camera;-0.005;1.177;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:34.994;Camera;-0.005;1.177;0.001;Controller (right);0.190;0.790;0.366;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.005;Camera;-0.005;1.177;0.001;Controller (right);0.190;0.790;0.366;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.017;Camera;-0.005;1.177;0.001;Controller (right);0.190;0.790;0.366;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.027;Camera;-0.005;1.177;0.001;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.039;Camera;-0.005;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.052;Camera;-0.005;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.061;Camera;-0.005;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.071;Camera;-0.005;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.083;Camera;-0.005;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.094;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.105;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.116;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.127;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.139;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.150;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.161;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.172;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.183;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.194;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.205;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.217;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.226;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.239;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.249;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.260;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.271;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.283;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.294;Camera;-0.008;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.305;Camera;-0.008;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.792;0.309;-
08-12-25 15:42:35.316;Camera;-0.008;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.243;0.793;0.309;-
08-12-25 15:42:35.328;Camera;-0.008;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:35.339;Camera;-0.006;1.177;0.002;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:35.349;Camera;-0.006;1.177;0.002;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:35.360;Camera;-0.006;1.177;0.002;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:35.372;Camera;-0.006;1.177;0.002;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:35.383;Camera;-0.006;1.177;0.002;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:35.394;Camera;-0.006;1.177;0.002;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.309;-
08-12-25 15:42:35.405;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.416;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.427;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.439;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.450;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.460;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.471;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.482;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.494;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.505;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.516;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.526;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.538;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.550;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.561;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.571;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.583;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.594;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.605;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.615;Camera;-0.006;1.178;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.628;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.637;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.649;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.660;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.671;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.790;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.683;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.791;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.694;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.791;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.704;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.791;0.366;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.715;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.791;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.727;Camera;-0.006;1.177;0.001;Controller (right);0.189;0.791;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.738;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.791;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.750;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.760;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.771;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.782;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.794;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.805;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.816;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.827;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.839;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.850;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.861;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.872;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.883;Camera;-0.006;1.177;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.893;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.904;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.916;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.927;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.938;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.950;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.960;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.971;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.983;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:35.993;Camera;-0.006;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.005;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.015;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.027;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.245;0.793;0.308;-
08-12-25 15:42:36.037;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.245;0.793;0.308;-
08-12-25 15:42:36.049;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.245;0.793;0.308;-
08-12-25 15:42:36.061;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.245;0.793;0.308;-
08-12-25 15:42:36.072;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.245;0.793;0.308;-
08-12-25 15:42:36.082;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.245;0.793;0.308;-
08-12-25 15:42:36.094;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.245;0.793;0.308;-
08-12-25 15:42:36.105;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.245;0.793;0.308;-
08-12-25 15:42:36.116;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.127;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.138;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.149;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.160;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.171;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.183;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.193;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.205;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
08-12-25 15:42:36.216;Camera;-0.007;1.176;0.002;Controller (right);0.190;0.790;0.365;Controller (left);-0.244;0.793;0.308;-
